Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
59244,17,142,10,8,2215,21,1,1,164,24,88,0.03093590496741702,0.002800581453496063,7286,1
58174,19,1216,10,9,747,46,1,1,4,58,225,0.8138711269461937,0.0017597924734801818,1165,0
59293,20,1165,10,9,781,21,3,1,273,7,235,0.9760484521015005,0.007893712604030254,1135,0
56466,18,1175,10,8,704,22,5,1,28,18,197,0.9848728015231334,0.0006484031986776851,1044,1
56084,19,1104,10,9,665,51,5,1,169,8,243,0.2781440524941589,0.002508954849818247,31966,0
58411,18,1314,10,9,654,62,1,1,22,390,132,0.04907754860878835,0.0025737736360347263,22613,1
55470,15,1246,10,7,704,19,2,0,59,273,204,0.07844690748915639,0.008638244289489332,1567,0
58934,19,1311,10,0,761,61,5,0,42,171,252,0.9808244074610755,0.00013008937989406012,7372,1
55870,8,1744,8,0,1744,22,9,1,2,3,43,1.0,0.0,1596,1
59147,19,1461,10,10,745,13,9,0,34,18,20,0.3130824243089562,0.0012454539949705373,2624,0
59493,20,1427,10,0,781,21,9,0,58,292,249,0.16434716812987846,0.0008275453329915227,1755,0
2747,20,1145,9,7,716,37,9,0,163,7,37,0.5174939949118642,0.535748592608972,6611,0
26749,13,1322,9,9,765,6,5,0,106,40,252,0.3434988988877119,0.17760421498571727,610,0
4898,18,1195,2,1,1419,22,1,0,91,9,237,0.14101444524730422,0.04875853131991542,2535,0
24841,20,233,9,9,1345,44,5,0,43,260,124,0.15092965432541267,0.062469509401221195,1447,0
14981,20,1300,9,7,781,54,5,1,159,9,180,0.9714269201933147,0.042496607246895995,619,1
17985,18,1310,9,9,709,40,5,0,8,6,2,0.23490073029904016,0.07638808916558443,19624,0
3434,15,1161,9,9,767,36,5,0,174,7,252,0.23613229863012838,0.23153390544159919,7638,0
6265,10,1306,9,7,706,39,1,0,13,385,219,0.9757877999121705,0.023695670198238233,10891,0
2693,20,935,9,9,678,58,9,0,37,386,13,0.19233285642707237,0.05586423164225639,2996,1
18513,20,672,9,8,747,11,2,1,167,6,44,0.6758821045310675,0.020450801024531586,27,1
26924,20,1243,9,9,703,17,1,0,7,298,251,0.6497247111618982,0.6394065607819841,7159,1
15703,20,1234,9,7,1606,16,5,1,6,226,18,0.25578323067912995,0.06107840974907463,1116,1
5945,18,1153,9,10,1783,46,5,0,100,251,60,0.532398901526799,0.48565001043494893,904,1
11064,19,1239,9,7,1559,41,5,0,280,2,96,0.264602498074679,0.08646964301344794,3568,1
8046,19,562,2,8,1879,29,2,1,108,10,56,0.03155599905954268,0.03232452473484307,10311,0
55118,18,1229,9,9,773,20,8,0,2,4,173,0.9492147038223989,0.04005127160353619,13396,0
20168,18,1293,9,8,1722,48,5,0,25,205,147,0.6363161126044262,0.6250157323439332,594,1
25933,20,1359,9,10,697,22,5,0,110,2,195,0.2617556979910409,0.028215241950493797,307,1
12601,20,1205,9,9,1442,3,5,0,15,384,134,0.8406574536656403,0.04171680588093617,8434,1
8723,15,1329,5,9,671,3,9,1,104,15,49,0.7443696468796899,0.04880563702838768,322,1
54836,20,1216,5,7,701,13,9,0,36,16,253,0.6108997099335487,0.03937102693713815,893,1
11560,7,1297,9,9,660,53,9,0,249,10,176,0.3848283236907776,0.07854232824868757,924,0
55034,20,1022,9,9,688,35,5,1,486,65,58,0.04328330910478045,0.04586148906149266,14499,0
15087,20,1003,9,8,1449,60,1,2,23,4,194,0.0011625214805192283,0.541000827287961,14458,0
55029,18,994,9,9,1721,54,5,0,10,4,247,0.10903222890187231,0.0370326229522223,6870,0
12742,18,1346,9,7,828,11,1,0,128,2,171,0.8052912169869022,0.04589759628668848,22014,0
14985,18,1191,9,7,1241,49,9,2,77,7,237,0.16098335480907422,0.19714334369033298,221,0
14109,18,1159,6,9,1075,61,1,1,73,6,184,0.4854970034837691,0.06210106284604924,3876,0
14453,20,1185,3,9,715,10,5,0,35,9,252,0.34358550442534674,0.05240796887673073,415,0
29333,19,1363,9,7,767,39,9,1,143,500,26,0.994373008771585,0.2461594206546095,10621,0
2009,20,1191,9,9,756,53,5,0,18,245,160,0.14945123945554578,0.059702233329723055,359,0
172,20,1135,2,9,757,32,1,2,8,262,208,0.008767649489128573,0.06721437094937248,629,0
1507,20,1222,9,7,1023,21,1,1,287,251,164,0.003065537545368466,0.045383807484563,8824,0
1564,18,1066,9,9,784,13,8,0,215,469,249,0.9724790643581191,0.18575591688368137,21948,1
2884,18,1302,9,0,724,42,3,0,2,201,55,0.21961172182922378,0.054642831446273396,1044,1
4516,19,1326,9,0,669,63,4,2,199,31,5,0.1420588219345982,0.06686266481214329,7522,1
13380,17,1010,9,0,798,21,5,0,50,284,169,0.618905861034223,0.050732866210880606,363,0
14555,20,845,9,8,710,59,5,0,325,4,255,0.03970637280590687,0.04884155992883868,758,0
4464,17,1093,9,9,715,44,4,0,43,18,255,0.1723837181905981,0.19013295962346294,18658,0
10557,19,1215,6,7,1790,36,4,0,93,11,21,0.2832039895845264,0.0010733325673242628,1345,0
14204,18,1053,4,0,717,9,5,0,112,60,254,0.8043421763706655,0.6265276446906293,274,0
54780,19,1442,9,9,1541,53,4,0,123,67,252,0.3248540299537108,0.033030055474108394,396,0
6277,20,1431,9,7,743,21,9,1,464,377,30,0.9471677296240606,0.05230941666125569,4881,0
15387,18,1424,9,8,1214,41,8,0,124,6,160,0.994904534651791,0.1610968932980704,9225,0
17811,20,1239,10,1,1159,22,5,0,6,450,25,0.2620048913260077,0.3389525947195347,771,0
25307,17,83,10,7,939,46,1,1,362,19,136,0.08602842330423047,0.05461427140220962,7914,0
25789,8,1206,10,8,699,55,9,0,274,9,250,0.11573452901180115,0.055458361779217605,199,1
9950,18,1081,10,9,670,22,4,0,7,10,136,0.11193843280009813,0.05102476876612324,1882,0
55015,19,939,10,7,732,40,1,0,5,10,251,0.3917485817274149,0.8035743078126961,8406,0
17127,18,1258,10,9,807,13,3,0,40,69,47,0.6701322019072626,0.47950111773581,5178,1
5198,20,1167,10,9,799,46,9,0,314,24,243,0.11173077906175172,0.2076770457685982,26154,0
15296,17,1199,10,1,2207,22,8,1,8,33,20,0.8832950791911774,0.05488643763313401,6619,0
20801,18,1064,10,9,700,44,4,1,1,11,178,0.964618188593686,0.514193126058331,11977,0
28020,11,1178,10,7,1319,21,4,1,187,136,209,0.49902936147297267,0.5014497742407094,42,0
22172,17,1030,10,10,1526,10,5,1,225,29,221,0.4794124714266003,0.06713636257532132,1168,1
8045,2,1315,10,8,1440,13,1,1,208,5,160,0.041666098248722805,0.06269748270345268,5470,1
19354,20,1181,10,10,1978,22,9,1,184,64,241,0.9636729399058089,0.1254724720322693,407,1
3811,20,442,10,9,790,54,5,0,96,340,51,0.9724147431120898,0.2858485252528396,1433,0
17242,1,1136,9,7,1018,8,5,1,192,286,251,0.0013225119565047697,0.05037707427561848,697,0
10777,1,1130,9,7,1765,15,4,0,450,49,200,0.5914108331151798,0.06027988598868369,8645,1
24422,20,1135,10,9,776,62,4,1,10,82,9,0.19791882417505857,0.04551724038809402,2678,1
3609,18,1388,10,9,734,10,5,1,22,26,220,0.1520449334868984,0.04098086886510425,522,0
21883,19,1429,9,2,814,9,1,0,1,503,255,0.43645102644010736,0.05258787381253525,23362,0
7964,18,2201,9,8,738,20,1,1,160,145,203,0.0005382058989004193,0.08328794718191278,11919,1
12802,18,2332,9,9,688,44,1,0,1,12,236,0.3937093391306399,0.07300452167399064,439,0
24834,17,1933,2,8,1449,45,9,0,186,9,215,0.9753050946620963,0.08073352098103315,1127,1
11733,20,1719,9,9,725,21,9,0,97,65,84,0.5417243227134556,0.0749088661419938,30165,0
14690,20,344,10,0,1156,42,8,1,24,4,127,0.12274411231558326,0.02765258095078906,5229,0
2775,19,1413,10,9,700,38,5,2,92,23,168,0.809596726068112,0.3091937136568598,1890,0
5668,12,1247,10,9,676,44,5,1,221,21,255,0.5602047047334174,0.5399868719205448,9892,0
6538,5,1271,10,9,795,46,9,1,61,5,228,0.21842643106114984,0.019662790285200956,966,1
20905,17,1275,10,7,786,20,8,0,362,226,137,0.9962082151991245,0.06257540510349216,1044,0
1647,19,1077,10,9,681,45,3,0,101,10,189,0.6318282081114857,0.03367780346298528,36163,0
783,20,1114,10,9,1545,12,5,0,11,16,14,0.936959588279235,0.35949984250698175,9660,0
20020,19,1174,10,10,731,7,1,2,4,132,154,0.32959039850016214,0.0038243369893639564,334,0
10277,5,1170,10,7,712,55,5,1,219,10,47,0.08301653057010691,0.0028813253476823284,715,1
68,2,684,2,0,684,40,9,2,13,1,255,0.0,0.6,0,1
137,10,940,10,0,940,19,9,1,2,2,4,0.75,0.5,0,1
68,2,684,2,0,684,11,9,2,277,277,255,0.98,0.01,130,1
137,14,1316,14,0,1316,45,4,1,2,2,255,0.01,0.73,0,0
137,14,1316,14,0,1316,45,5,1,254,22,255,0.09,0.05,0,0
137,14,1316,14,0,1316,45,9,2,1,1,185,0.83,0.01,0,0
58907,13,1227,9,7,453,36,5,0,370,482,136,0.14699663099433585,0.04449346216403532,4570,1
57387,18,1243,9,7,510,42,1,0,170,25,236,0.8466991714028519,0.040969352574312355,39215,0
57901,20,1188,9,9,622,45,4,0,174,295,171,0.21345337312586848,0.05496901514215408,39067,1
58596,19,1155,9,9,548,52,9,0,61,24,120,0.14455439323234898,0.08796212140910648,11033,0
57436,18,1209,9,7,452,47,5,0,9,228,164,0.35075403236867014,0.037191995848635286,15819,0
59045,9,1272,9,9,564,12,4,0,131,6,174,0.6480671597240377,0.5761851335072184,9825,1
58842,20,1307,9,7,611,51,2,0,38,13,141,0.47581031528547213,0.4833389200553287,6296,0
57679,18,1194,9,7,605,56,9,0,6,6,202,0.5072728003970725,0.024638190110664423,28193,0
58563,20,1293,3,9,629,43,5,0,3,176,145,0.024700074491832646,0.05227970438914464,7109,0
57557,18,1278,9,7,312,23,9,0,139,161,66,0.9755243351705116,0.04809129336739233,4054,0
58545,20,1179,9,2,383,27,2,0,2,246,250,0.23460067768374515,0.05020961130458534,5258,0
57341,20,1248,9,7,626,36,9,0,15,299,134,0.09077619061375503,0.00034403760885225046,14308,0
58721,20,789,9,7,627,45,4,0,230,8,94,0.11489304767393209,0.39714854174915926,17057,1
59601,19,1114,9,7,627,14,9,0,306,251,209,0.03913849193030985,0.7364935307154518,31691,0
58172,17,1429,9,9,614,9,9,1,102,8,31,0.15213763185609097,0.03958494976705188,5693,1
56522,19,1184,9,7,598,15,1,1,66,243,215,0.6507996254770745,0.02887998207719217,7733,0
55967,20,1301,9,7,397,18,5,1,81,83,136,0.04536079338665899,0.5028221475657838,4074,0
57980,20,1399,9,7,626,34,5,1,136,24,102,0.6210623813243836,0.045826111822084376,19894,0
59032,20,2032,9,9,601,48,5,1,7,23,212,0.0474854918432393,0.040115224631282434,18836,1
57244,18,1229,9,9,568,20,5,1,14,25,168,0.11585654393209516,0.1630864729655287,12188,0
58788,12,1191,9,7,616,35,1,1,242,190,249,0.18134661897749382,0.43620726166254775,10233,0
58939,9,1271,4,0,392,45,1,1,242,482,190,0.975511249984574,0.040972071420965095,5513,0
59507,19,1197,9,9,599,54,9,1,27,33,116,0.008811660632426953,0.012175608545109195,16609,0
59795,20,1227,9,8,618,38,8,1,88,3,251,0.23550643710843117,0.04285844706806932,7657,0
56964,18,2058,9,7,187,55,4,1,8,12,136,0.3590458786620221,0.027078085991150677,12575,1
58531,20,1414,9,7,423,47,5,0,465,4,203,0.3381445030617482,0.02529000365598425,165,1
58623,20,1302,3,10,608,12,3,0,14,7,253,0.21190927445082297,0.04450746724242467,111,0
56969,20,314,9,9,384,22,4,0,5,205,124,0.0682710814276406,0.0036210326319720564,1139,0
56945,20,2275,9,7,625,22,9,0,209,14,43,0.2782975227865355,0.004285700118190888,320,0
58517,20,1246,9,7,628,21,5,0,7,231,242,0.12068454693092279,0.710114016954291,1797,0
59242,18,992,2,7,602,7,9,0,155,10,169,0.9954990667884823,0.05713097699497953,3191,0
56932,18,1272,1,9,403,20,9,0,27,11,248,0.6435865603359218,0.2663671018832702,1694,0
56362,5,1255,9,9,603,10,9,0,33,13,15,0.971656472533269,0.28313289856417256,3878,0
59148,18,1300,9,9,629,42,1,0,226,15,222,0.9825925172115565,0.015371878171127548,2540,0
57970,20,1260,9,9,594,60,4,0,66,6,9,0.005931858570054738,0.0015675270153636144,12,0
57417,20,1247,9,7,408,11,1,0,2,12,246,0.5893227712910385,0.592245215109982,2447,0
57201,20,1347,9,9,629,23,4,1,428,62,252,0.40654217251917585,0.004074560018884171,968,0
57536,4,1269,9,9,520,40,1,1,70,4,6,0.23475916093471952,0.07149260483522735,1066,0
58010,20,1288,5,9,591,24,1,1,6,21,231,0.9804136546462653,0.0954831160115555,327,0
58224,18,1328,9,7,603,42,1,2,75,57,222,0.6203887375030686,0.05335425083001992,974,1
59673,18,1468,9,7,537,21,2,0,101,223,112,0.9555544879644943,0.05837506856516189,1030,0
58460,19,1428,9,9,576,13,9,1,210,92,150,0.77672920433982,0.0024936644764608313,125,0
57759,18,1182,9,9,631,45,4,2,101,10,222,0.6701319861181381,0.2929843534906625,313,0
56346,17,1368,9,7,624,45,2,1,88,45,98,0.9756990878055994,0.05793163386343975,1325,0
59541,18,1152,8,10,520,45,5,1,187,18,255,0.01,0.08,0,0
58803,17,72,9,9,325,13,5,0,227,202,252,0.375566805885113,0.003082178078968302,1955,0
58055,17,1267,3,7,226,12,5,2,2,7,43,0.11861500733433018,0.030931664612870877,3695,0
59513,20,1394,9,7,128,44,9,1,27,10,137,0.304605512099853,0.0019505953307553411,1707,0
59561,18,1294,9,9,80,6,4,1,62,19,135,0.5181057426937012,0.08570927264350223,860,1
58356,20,1054,10,7,627,46,1,0,83,276,35,0.0003553585618915056,0.041081549914067914,9035,1
59010,20,93,10,10,588,55,4,0,81,154,39,0.31801993709797,0.3329714730279072,17191,1
58698,9,309,10,7,265,45,1,0,118,203,41,0.5841656585978556,0.1899153202336734,25358,0
56987,17,1280,10,9,566,23,9,0,100,32,255,0.7052555647104305,0.04427504465722285,27331,0
57341,19,1353,10,7,213,28,9,0,118,4,41,0.151057736122243,0.021147552495840077,19471,0
59024,19,1147,10,9,592,51,5,0,83,23,198,0.17563798490564525,0.033317923653406765,9305,0
57035,8,1183,10,7,618,32,1,0,18,12,88,0.418458625099018,0.19793975913252598,12664,1
57539,17,1141,10,9,517,50,8,0,155,31,253,0.698568180621451,0.05134684814809018,11004,1
56439,20,79,9,7,367,30,4,1,5,11,119,0.5876066477793102,0.34602820975530024,0,0
59674,3,1362,9,9,634,47,5,0,236,17,127,0.2961991047421772,0.07950972923155813,59,0
59641,1,1066,10,7,105,39,4,1,8,393,5,0.9636936330804621,0.8416663464878118,5916,0
59124,10,1315,10,0,581,23,5,1,255,28,141,0.20000691283596492,0.5250853165685079,9051,0
59515,19,1225,10,9,260,43,5,1,8,17,255,0.11372926348407025,0.04203462324721722,24900,0
56565,19,1059,10,7,92,27,4,1,13,6,184,0.962901255971428,0.03717663836196741,17863,0
55671,20,996,10,7,527,43,1,0,119,5,186,0.47289308744777636,0.028363664764831487,38343,1
59669,18,1126,9,9,634,45,9,1,15,2,194,0.9805423526036126,0.015692345428077334,912,0
57240,20,543,10,7,572,15,9,0,111,12,144,0.42144154390070054,0.012688120284734511,3262,0
55868,19,2469,10,7,607,54,5,0,39,214,4,0.2922314232003062,0.47673315686660944,15,1
59370,18,1195,10,7,339,17,1,0,47,6,221,0.3784477343212449,0.06349135012496901,824,0
56547,2,162,2,0,162,11,9,2,94,141,255,0.99,0.01,128,1
58269,20,1193,10,7,495,49,9,1,407,2,39,0.1428174735106605,0.03667234099931925,1096,1
57635,18,1170,10,7,382,22,2,1,75,190,211,0.670523686536816,0.06575373924115921,339,0
55876,19,1163,10,7,530,48,5,1,42,45,136,0.8419910567834012,0.18473733802861964,370,0
59783,17,1607,10,7,262,21,9,0,13,43,188,0.9514936107459824,0.032759264191596,785,1
56668,20,1294,10,0,618,46,4,1,41,45,32,0.9587199705451199,0.03907965661401781,71,1
59637,19,1145,10,7,566,7,5,1,396,5,226,0.5742005715656481,0.051608642578139956,3729,0
54949,10,628,4,6,248,22,9,1,5,5,30,1.0,0.0,8153,1
10842,18,1051,9,7,526,8,5,0,10,9,184,0.6666749148711838,0.20898414584022523,692,0
55342,17,527,9,7,302,56,5,0,195,34,255,0.31928781887675084,0.04267082972267986,438,0
27689,19,1553,2,7,266,43,1,0,52,35,120,0.08189091832711409,0.05651397373748821,74,0
19943,18,1237,9,9,356,55,9,1,184,13,37,0.4574926936134388,0.029702078800670287,1044,1
13001,18,1385,9,7,631,16,5,1,179,9,240,0.318666997010148,0.062154860006401656,1892,1
56831,18,1003,10,7,626,62,1,0,52,8,211,0.9469393744099125,0.05922792276292257,6977,1
54948,8,496,4,4,248,45,5,1,133,8,255,0.05,0.06,0,0
54943,8,496,4,4,248,22,9,1,30,32,255,1.0,0.0,420,1
54947,8,496,4,4,248,45,1,1,205,12,255,0.05,0.07,0,0
54945,8,496,4,4,248,45,5,1,166,9,255,0.04,0.05,0,0
54942,8,496,4,4,248,45,1,1,121,19,255,0.07,0.07,0,0
54944,8,496,4,4,248,45,5,1,117,16,255,0.06,0.07,0,0
137,6,564,6,0,564,45,5,1,261,18,255,0.03,0.06,0,0
68,1,342,1,0,342,22,9,1,4,4,255,1.0,0.0,30881,1
68,1,342,1,0,342,22,9,1,4,4,4,1.0,0.0,8314,0
137,6,564,6,0,564,61,5,1,222,18,255,0.07,0.07,0,0
18731,18,1009,10,7,538,45,9,0,4,233,129,0.13944631745787087,0.06350064182132739,2589,0
13173,2,473,10,9,596,21,9,0,179,12,51,0.9951273780029116,0.03676186160025994,245,1
68,1,342,1,0,342,13,9,0,1,12,1,1.0,0.0,0,0
68,1,342,1,0,342,45,9,2,50,50,253,0.2,0.04,0,0
135,1,78,1,0,78,22,9,1,14,14,255,1.0,0.0,10499,1
137,2,188,2,0,188,11,9,2,65,145,255,1.0,0.01,128,1
143,2,180,2,0,180,45,5,1,121,8,255,0.06,0.06,0,0
143,2,180,2,0,180,19,9,1,2,2,150,0.17,0.03,0,1
143,2,180,2,0,180,22,9,1,3,7,255,0.99,0.01,301,1
1740,2,124,2,0,124,22,9,1,6,6,134,1.0,0.0,638,1
1740,2,124,2,0,124,22,1,1,1,1,5,1.0,0.0,0,1
1740,2,124,2,0,124,11,9,2,191,191,255,1.0,0.0,72,1
1740,2,124,2,0,124,22,9,1,7,7,255,1.0,0.0,295,1
1740,2,124,2,0,124,22,9,1,1,4,1,1.0,0.0,1375,1
1740,2,124,2,0,124,50,2,1,1,1,128,0.41,0.03,0,1
1740,2,124,2,0,124,62,5,1,284,8,255,0.03,0.05,0,0
55760,20,1394,9,7,639,56,4,0,85,30,144,0.1234681780933311,0.05586438288311539,11761,0
57360,20,1362,9,7,640,34,4,0,375,52,222,0.19783442545433616,0.06623620331850374,186,0
58366,18,1158,9,7,640,12,5,0,127,53,34,0.9698419418030393,0.0231453585693644,1484,0
59763,19,1189,5,7,641,25,5,0,504,9,195,0.15611612267046784,0.43814769975412915,1165,0
57252,18,87,10,8,637,59,5,0,3,6,194,0.006348872562982444,0.03206580670122601,6079,0
59864,18,1755,10,2,638,58,9,1,244,466,151,0.20823763902599537,0.2063273792479513,6814,1
57758,17,1202,10,2,638,42,5,1,99,26,235,0.07124280998824958,0.05967363698846054,11271,0
3874,19,1036,3,9,646,31,5,0,175,265,168,0.011755185676020682,0.04725118449034566,12177,0
16077,19,1199,9,9,633,18,1,2,15,72,249,0.6695913088980823,0.04775022512315602,665,0
57847,20,1309,9,7,642,33,1,0,219,390,22,0.5525106022090039,0.04453143898743553,6506,0
59494,17,1165,9,9,644,46,1,0,233,141,92,0.41834514416706553,0.08064791122530393,814,1
59152,17,369,9,7,645,46,9,0,3,127,56,0.2992992722776172,0.027408329586159956,3593,1
56424,19,204,10,7,640,34,3,2,258,26,116,0.9692522302354432,0.30101218844791455,2788,0
59347,18,1315,9,4,642,36,1,1,466,41,200,0.08766205840334479,0.07222920534345982,138,0
59052,20,1276,10,10,644,14,9,0,511,511,255,0.95,0.01,0,0
59464,20,1276,10,10,644,14,9,0,511,511,255,0.19,0.17,0,0
57559,18,1152,10,8,644,14,9,0,511,511,255,0.74,0.03,0,0
57553,18,1152,10,8,644,14,9,0,511,511,255,0.18,0.04,0,0
56860,18,1152,10,8,644,14,9,0,511,511,255,0.8,0.02,0,0
59397,20,1276,10,10,644,14,9,0,461,461,20,1.0,0.0,0,0
58852,20,1276,10,10,644,14,9,0,511,511,255,0.73,0.16,0,0
58344,18,1152,10,8,644,14,9,0,511,511,255,0.4,0.09,0,0
57133,18,1152,10,8,644,14,9,0,354,354,255,1.0,0.0,0,0
56305,20,1276,10,10,644,14,9,0,391,391,255,1.0,0.0,0,0
58071,18,1152,10,8,644,14,9,0,511,511,255,0.45,0.19,0,0
59039,20,1276,10,10,644,14,9,0,511,510,255,0.5,0.05,0,0
56041,20,1276,10,10,644,14,9,0,511,511,255,0.49,0.02,0,0
55788,20,1276,10,10,644,14,9,0,511,511,243,0.4,0.01,0,0
57763,20,1276,10,10,644,14,9,0,511,511,255,0.39,0.02,0,0
59051,20,1276,10,10,644,14,9,0,511,511,255,0.17,0.21,0,0
56099,18,1152,10,8,644,14,9,0,511,511,116,0.19,0.06,0,0
58549,18,1152,10,8,644,14,9,0,511,511,255,0.6,0.17,0,0
55885,20,1276,10,10,644,14,9,0,434,434,30,1.0,0.0,0,0
57967,20,1276,10,10,644,14,9,0,511,511,255,0.09,0.25,0,0
57177,18,1152,10,8,644,14,9,0,511,511,255,0.97,0.01,0,0
56104,20,1276,10,10,644,14,9,0,435,435,255,1.0,0.0,0,0
56377,18,1152,10,8,644,14,9,0,510,510,255,0.31,0.13,0,0
59437,18,1152,10,8,644,14,9,0,511,511,255,0.79,0.02,0,0
57687,20,1276,10,10,644,14,9,0,447,447,255,1.0,0.0,0,0
58552,18,1152,10,8,644,14,9,0,482,482,107,1.0,0.0,0,0
57408,20,1276,10,10,644,14,9,0,511,511,255,0.11,0.24,0,0
58727,18,1152,10,8,644,14,9,0,350,350,255,1.0,0.0,0,0
56635,20,1276,10,10,644,14,9,0,511,511,128,0.27,0.05,0,0
57183,18,1152,10,8,644,14,9,0,380,380,255,1.0,0.0,0,0
58052,18,1152,10,8,644,14,9,0,485,485,255,1.0,0.0,0,0
56152,18,1152,10,8,644,14,9,0,446,446,247,1.0,0.0,0,0
56762,20,1276,10,10,644,14,9,0,511,511,255,0.5,0.01,0,0
58140,20,1276,10,10,644,14,9,0,511,511,255,0.47,0.01,0,0
59343,18,1152,10,8,644,14,9,0,511,511,255,0.94,0.02,0,0
57208,18,1152,10,8,644,14,9,0,511,511,255,0.64,0.03,0,0
57691,18,1152,10,8,644,14,9,0,510,510,255,0.95,0.01,0,0
57496,18,1152,10,8,644,14,9,0,458,458,52,1.0,0.0,0,0
57533,20,1276,10,10,644,14,9,0,482,482,90,1.0,0.0,0,0
56113,20,1276,10,10,644,14,9,0,441,441,191,1.0,0.0,0,0
59335,20,1276,10,10,644,14,9,0,511,511,255,0.2,0.17,0,0
58474,20,1276,10,10,644,14,9,0,511,511,255,0.75,0.02,0,0
56797,18,1152,10,8,644,14,9,0,452,452,49,1.0,0.0,0,0
58236,18,1152,10,8,644,14,9,0,510,510,255,0.34,0.04,0,0
59686,18,1152,10,8,644,14,9,0,446,446,255,1.0,0.0,0,0
59868,20,1276,10,10,644,14,9,0,340,340,255,1.0,0.0,0,0
59641,18,1152,10,8,644,14,9,0,423,423,255,1.0,0.0,0,0
59671,20,1276,10,10,644,14,9,0,511,511,255,0.04,0.26,0,0
59816,20,1276,10,10,644,14,9,0,441,441,183,1.0,0.0,0,0
59852,20,1276,10,10,644,14,9,0,511,511,255,0.76,0.02,0,0
59854,20,1276,10,10,644,14,9,0,446,446,194,1.0,0.0,0,0
59881,20,1276,10,10,644,14,9,0,510,510,255,0.96,0.01,0,0
55897,20,1276,10,10,644,14,9,0,282,282,255,1.0,0.0,0,0
57240,18,1152,10,8,644,14,9,0,311,311,255,1.0,0.0,0,0
56878,18,1152,10,8,644,14,9,0,305,305,147,0.36,0.05,0,0
57121,20,1276,10,10,644,22,9,1,5,6,5,1.0,0.0,15642,1
57283,18,1152,10,8,644,22,9,1,2,3,155,1.0,0.0,8314,0
56824,18,1152,10,8,644,22,9,1,17,17,56,1.0,0.0,4291,1
56454,18,1152,10,8,644,22,9,1,8,9,40,1.0,0.0,7473,1
58033,20,1276,10,10,644,22,9,1,17,17,77,1.0,0.0,4788,1
58169,18,1152,10,8,644,22,9,1,1,2,170,1.0,0.0,8171,1
57867,18,1152,10,8,644,22,9,1,12,32,12,1.0,0.0,8073,1
58107,20,1276,10,10,644,22,9,1,28,31,68,1.0,0.0,4673,1
56268,18,1152,10,8,644,22,9,1,4,4,208,1.0,0.0,4114,1
59315,18,1152,10,8,644,22,9,1,25,25,255,1.0,0.0,6534,1
55997,20,1276,10,10,644,22,9,1,1,13,255,1.0,0.0,38643,1
56761,20,1276,10,10,644,22,9,1,4,4,93,1.0,0.0,12984,1
59101,20,1276,10,10,644,22,9,1,1,1,40,1.0,0.0,14206,1
57381,20,1276,10,10,644,22,9,1,2,2,115,1.0,0.0,7464,1
56007,20,1276,10,10,644,22,9,1,15,15,15,1.0,0.0,4143,1
57649,20,1276,10,10,644,22,9,1,16,16,255,1.0,0.0,7886,1
59434,20,1276,10,10,644,22,4,1,5,5,213,1.0,0.0,8314,0
55984,18,1152,10,8,644,22,9,1,1,1,40,1.0,0.0,13450,1
59054,20,1276,10,10,644,22,9,1,4,13,21,1.0,0.0,14593,1
56224,20,1276,10,10,644,56,9,1,1,1,1,1.0,0.0,23376,1
59178,18,1152,10,8,644,22,9,1,4,6,32,1.0,0.0,6634,1
59492,20,1276,10,10,644,22,9,1,8,9,24,1.0,0.0,11334,1
56696,20,1276,10,10,644,22,9,1,2,2,180,1.0,0.0,8314,0
58643,20,1276,10,10,644,22,9,1,3,17,18,1.0,0.0,14141,1
55801,20,1276,10,10,644,22,9,1,1,1,34,1.0,0.0,13603,1
59431,20,1276,10,10,644,56,2,1,1,1,74,0.27,0.08,14895,1
55966,20,1276,10,10,644,22,9,1,15,15,255,1.0,0.0,12471,1
56072,20,1276,10,10,644,22,9,1,1,4,169,1.0,0.0,9544,1
58442,20,1276,10,10,644,22,9,1,13,26,23,1.0,0.0,5468,1
57928,18,1152,10,8,644,22,9,1,5,5,28,1.0,0.0,23436,1
56965,20,1276,10,10,644,22,9,1,1,1,25,1.0,0.0,31876,1
56966,20,1276,10,10,644,22,9,1,3,3,255,1.0,0.0,14087,1
58238,18,1152,10,8,644,22,9,1,9,9,61,1.0,0.0,8936,1
56142,18,1152,10,8,644,22,9,1,14,14,99,1.0,0.0,24786,1
57725,18,1152,10,8,644,22,9,1,7,8,255,1.0,0.0,9142,1
57042,20,1276,10,10,644,22,9,1,8,9,169,1.0,0.0,13667,1
58966,18,1152,10,8,644,22,9,1,1,1,23,1.0,0.0,9091,1
56630,18,1152,10,8,644,22,9,1,21,21,23,1.0,0.0,5309,1
57098,18,1152,10,8,644,22,9,1,5,5,26,1.0,0.0,4624,1
58157,20,1276,10,10,644,22,9,1,7,29,255,1.0,0.0,5989,1
57941,18,1152,10,8,644,22,9,1,4,4,118,1.0,0.0,8314,0
59035,20,1276,10,10,644,22,9,1,20,27,182,1.0,0.0,5790,1
56465,18,1152,10,8,644,22,9,1,4,6,197,1.0,0.0,8314,0
58873,20,1276,10,10,644,22,9,1,18,18,255,1.0,0.0,24786,1
